VARIABLES="X","Y","U"
ZONE F=FEPOINT ET=TRIANGLE N=161 E=284
3.000000    3.000000    0.000000    
-3.000000    3.000000    0.000000    
-3.000000    -3.000000    0.000000    
3.000000    -3.000000    0.000000    
2.333333    3.000000    0.000000    
1.666667    3.000000    0.000000    
1.000000    3.000000    0.000000    
0.333333    3.000000    0.000000    
-0.333333    3.000000    0.000000    
-1.000000    3.000000    0.000000    
-1.666667    3.000000    0.000000    
-2.333333    3.000000    0.000000    
-3.000000    2.333333    0.000000    
-3.000000    1.666667    0.000000    
-3.000000    1.000000    0.000000    
-3.000000    0.333333    0.000000    
-3.000000    -0.333333    0.000000    
-3.000000    -1.000000    0.000000    
-3.000000    -1.666667    0.000000    
-3.000000    -2.333333    0.000000    
2.333333    -3.000000    0.000000    
1.666667    -3.000000    0.000000    
1.000000    -3.000000    0.000000    
0.333333    -3.000000    0.000000    
-0.333333    -3.000000    0.000000    
-1.000000    -3.000000    0.000000    
-1.666667    -3.000000    0.000000    
-2.333333    -3.000000    0.000000    
3.000000    2.333333    0.000000    
3.000000    1.666667    0.000000    
3.000000    1.000000    0.000000    
3.000000    0.333333    0.000000    
3.000000    -0.333333    0.000000    
3.000000    -1.000000    0.000000    
3.000000    -1.666667    0.000000    
3.000000    -2.333333    0.000000    
-1.996795    1.996795    16.955156    
-1.786509    1.395641    33.276754    
-1.381602    1.747001    32.664655    
2.687000    2.687000    5.185985    
2.414665    2.414665    7.843541    
2.687000    -2.687000    4.000405    
2.414665    -2.414665    5.977605    
-2.687000    2.687000    4.570598    
-2.414665    2.414665    6.875009    
-2.687000    -2.687000    3.593199    
-2.414665    -2.414665    5.336720    
2.439027    -1.396248    16.450746    
2.558251    -1.924005    4.595024    
-2.591268    1.865444    8.326446    
-2.709003    1.333932    5.319070    
0.821309    -2.027533    34.748042    
1.358555    -2.289309    10.595500    
1.347485    -1.741104    30.619782    
1.996795    -1.996795    15.166037    
-0.788934    2.048816    37.702232    
-1.394140    2.433171    3.871835    
-1.491504    -2.317436    17.346318    
-1.924005    -2.558251    3.758114    
2.085412    0.847887    40.538680    
2.339115    0.228740    15.821988    
2.583168    0.867246    16.758086    
2.714035    0.000000    4.547597    
2.464298    -0.369310    13.706944    
0.191070    -2.295472    14.351594    
0.411710    -1.805212    42.052520    
1.813941    0.419244    45.436585    
-2.085412    -0.847887    34.298786    
-2.442360    -1.389242    2.739538    
-1.811324    -1.347319    27.132516    
-1.996795    -1.996795    13.322844    
-0.041330    -2.676601    3.387627    
-0.415534    -2.412628    11.384168    
0.846082    -2.562099    14.189150    
0.228740    2.339115    23.561908    
-0.362727    2.469069    19.073024    
-0.281857    2.031116    40.163096    
1.345644    2.702400    5.290277    
1.855583    2.566671    8.941978    
2.289558    1.388149    13.580182    
1.736746    1.348401    35.973980    
1.996795    1.996795    19.779300    
1.376393    2.286163    32.173335    
0.855333    2.568848    8.141340    
0.847887    2.085412    34.516987    
-0.787617    2.597531    13.693614    
-2.587741    -0.785370    11.178102    
-2.410932    -0.356389    15.403701    
-2.288023    0.206717    23.277258    
-1.913731    -0.332610    29.030332    
-1.491079    -0.767388    32.951608    
-0.966913    -0.955370    56.599484    
-0.924722    -0.469911    52.825527    
-1.454343    -1.792452    27.409788    
-0.030042    -0.798192    60.330623    
-0.070874    -1.224309    52.165383    
0.375039    -1.018424    55.678368    
1.787992    -1.396357    30.282180    
-2.291776    1.354897    28.302727    
-2.562369    0.846128    8.474458    
-2.085412    0.847887    31.038313    
-0.144650    0.585519    67.918405    
0.017951    1.199874    46.525722    
-0.480120    1.086735    51.384520    
1.473252    0.774028    43.332563    
0.953551    0.944175    57.052609    
0.912896    0.465330    61.697575    
1.384444    1.773673    37.736008    
-0.590643    0.111098    62.259975    
-1.166446    0.087339    43.110583    
-1.368369    0.599574    42.024406    
-1.688483    0.133677    38.429105    
-0.880851    1.454021    42.793661    
-0.926033    0.880849    51.068356    
0.598148    1.355920    48.236065    
0.112610    1.731900    43.937043    
0.609961    -0.014911    69.176361    
1.163893    -0.045010    53.763433    
1.466650    -0.631237    53.246087    
1.710317    -0.000000    47.852631    
0.772952    -1.472005    38.447597    
0.873109    -0.905285    63.130376    
-0.631237    -1.466650    48.229857    
0.000000    -1.710317    44.077141    
2.567236    1.857542    10.256463    
1.852610    -2.567195    8.109702    
-1.924005    2.558251    9.520513    
-2.558251    -1.924005    7.497978    
-0.968334    -2.626306    11.238204    
0.450331    0.821385    60.325574    
-1.669107    0.926944    34.958943    
-1.329698    1.178059    37.725676    
0.303307    -0.466573    67.742138    
1.676346    -1.024268    33.877340    
1.320728    -1.206746    44.231960    
0.855159    -0.394841    66.220796    
0.925381    1.664115    40.641667    
1.191017    1.309872    45.765083    
-0.945234    0.433707    56.608498    
-1.024268    -1.676346    31.237039    
-1.222157    -1.311644    39.881919    
1.345644    -2.702400    7.830534    
2.702400    1.345644    9.321092    
-0.433747    1.609805    42.790256    
2.597747    -0.789356    15.807687    
-0.609578    0.583016    60.458155    
-1.481222    -0.284110    37.078448    
-0.286010    -0.425521    64.937082    
1.428376    0.305601    48.901339    
0.364093    0.377490    64.560083    
0.305601    -1.428376    45.241835    
0.546426    1.855568    42.592019    
2.085412    -0.847887    22.749606    
-1.855243    0.541617    37.906837    
-0.902965    -2.027769    20.383871    
2.002485    -0.321355    38.246979    
0.000000    2.714035    18.570677    
-0.351733    -1.982567    34.552219    
-2.714035    0.000000    17.301822    
-0.471669    -0.856131    56.125227    
0.000000    -0.000000    66.856410    
37    38    39
40    5    41
42    36    43
44    13    45
46    28    47
35    48    49
21    4    42
50    13    14
51    50    14
52    53    54
49    55    43
50    37    45
56    57    39
27    58    59
20    3    46
60    61    62
63    64    33
65    52    66
61    60    67
68    69    70
59    71    47
72    73    25
52    65    74
24    65    72
75    76    77
78    79    6
79    5    6
60    80    81
79    82    41
83    84    85
86    9    10
9    86    76
17    87    88
87    17    18
89    88    90
32    61    63
91    92    93
71    94    70
95    96    97
55    98    54
99    100    101
102    103    104
105    106    107
82    108    81
109    110    93
110    111    112
113    114    104
115    116    103
117    118    107
119    120    118
121    122    97
123    124    96
29    41    125
84    83    78
21    43    126
34    48    35
12    45    127
100    99    51
20    47    128
27    129    58
103    102    130
131    132    38
97    133    95
134    135    98
118    117    136
137    138    108
110    109    139
140    141    94
126    142    22
122    121    135
37    99    38
16    89    100
82    83    108
8    75    84
125    143    30
106    105    138
69    87    18
92    91    141
57    86    10
104    144    113
55    48    98
33    64    145
71    58    94
25    73    129
109    102    146
75    77    116
90    91    147
93    148    109
67    105    149
130    102    150
66    121    151
117    133    136
80    60    62
29    125    30
6    7    78
152    137    85
34    145    48
153    119    134
53    52    74
21    126    22
14    15    51
154    131    101
57    56    86
12    127    11
69    68    87
20    128    19
27    26    129
155    123    140
61    156    64
32    31    62
8    9    157
75    116    152
65    158    73
24    23    74
16    17    159
89    112    154
37    57    127
12    2    44
36    35    49
55    53    126
28    27    59
71    69    128
82    80    125
29    1    40
119    153    156
119    136    122
137    152    115
115    130    106
123    155    158
123    160    92
111    139    114
131    154    111
88    68    90
88    89    159
61    120    156
64    153    145
56    144    77
76    75    157
65    124    158
73    155    129
102    104    146
161    117    150
121    97    151
121    52    54
105    107    149
105    60    81
91    93    147
91    68    70
93    160    148
109    161    102
107    130    150
117    161    133
133    161    148
133    97    122
56    39    113
144    104    103
108    83    85
108    138    81
38    99    101
38    132    39
98    48    153
98    135    54
94    58    155
94    141    70
122    135    119
122    136    133
106    138    115
107    106    130
92    141    123
93    92    160
103    130    115
103    116    144
81    80    82
81    138    105
39    57    37
113    132    114
70    69    71
70    141    91
54    53    55
54    135    121
100    15    16
101    100    89
62    61    32
62    31    143
74    65    24
74    23    142
84    7    8
85    84    75
50    99    37
50    45    13
126    43    55
126    53    142
49    48    55
49    43    36
79    83    82
79    41    5
125    41    82
125    80    143
128    47    71
19    128    69
59    58    71
59    47    28
127    45    37
11    127    57
118    136    119
118    120    149
114    132    111
114    139    146
110    139    111
110    112    147
96    160    123
96    124    151
87    68    88
18    19    69
129    26    25
58    129    155
